employee_id,JobRole,Department,attrition_probability,risk_bucket,avg_engagement_score,avg_satisfaction_score,avg_work_life_balance_score,total_skill_gap_count,skill_gap_list,top_course_recommendation
174,Sales Executive,Sales,0.40607095923368525,Medium,,,,38,"Reading Comprehension, Active Listening, Science, Monitoring, Ab Initio, Ansible software, Apache Pig, Apple iOS, Atlassian JIRA, Autodesk AutoCAD, Cisco Systems CiscoWorks, Cisco Systems VPN Client, Dassault Systemes SolidWorks, Extensible markup language XML, Google Cloud software, Hewlett Packard HP-UX, Hyperion Solutions Hyperion System 9 Bi+, IBM Cognos Business Intelligence, Informatica Corporation PowerCenter, Management information systems MIS, McAfee, Microsoft Access, Microsoft Azure software, Microsoft Dynamics, Microsoft PowerPoint, Microsoft Project, Microsoft SharePoint, Microsoft Teams, Microsoft Visio, Microsoft Windows Server, MicroStrategy Desktop, NortonLifeLock cybersecurity software, Oracle Solaris, R, React, Shell script, Single sign-on SSO, Voice over internet protocol VoIP system software",Designing High-Impact PowerPoint Presentations
175,Sales Executive,Sales,0.945147649343105,High,,,,49,"Reading Comprehension, Writing, Speaking, Active Learning, Learning Strategies, Ab Initio, Amazon Web Services AWS software, Ansible software, Apache Hadoop, Apache HBase, Apache Pig, Apple iOS, Atlassian JIRA, Border Gateway Protocol BGP, Cisco Systems VPN Client, Dassault Systemes SolidWorks, Enterprise application integration EAI software, Enterprise JavaBeans, Extensible markup language XML, Firewall software, Google Workspace software, Graphics software, Hyperion Solutions Hyperion System 9 Bi+, IBM Cognos Business Intelligence, IBM Cognos Impromptu, IBM DB2, IBM Domino, JavaScript, Linux, Management information systems MIS, Microsoft Access, Microsoft Azure software, Microsoft Dynamics, Microsoft Excel, Microsoft Office Live Meeting, Microsoft Project, Oracle Database, Platform as a service PaaS, R, RESTful API, Ruby, Sales analysis software, Salesforce software, Scheduling software, Single sign-on SSO, Software as a service SaaS, Splunk Enterprise, Structured query language SQL, Wireshark",JavaScript Web Development Essentials
176,Sales Executive,Sales,0.32051819433805234,Low,,,,62,"Critical Thinking, Active Learning, Learning Strategies, Monitoring, Ab Initio, Amazon Web Services AWS software, Apache Cassandra, Apache HBase, Apache Pig, Apache Struts, Apple iOS, Atlassian JIRA, Autodesk AutoCAD, Border Gateway Protocol BGP, C++, Cisco Systems VPN Client, Citrix cloud computing software, Dassault Systemes SolidWorks, Enterprise application integration EAI software, Enterprise JavaBeans, Extensible hypertext markup language XHTML, Firewall software, Google Cloud software, Graphics software, Hewlett Packard HP-UX, IBM Domino, Informatica Corporation PowerCenter, Kubernetes, McAfee, Microsoft Access, Microsoft Azure software, Microsoft Excel, Microsoft Exchange, Microsoft Outlook, Microsoft SharePoint, Microsoft SQL Server, Microsoft Teams, Microsoft Visio, Microsoft Windows Server, Microsoft Word, MicroStrategy, MicroStrategy Desktop, Network directory services software, Oracle Database, Oracle PeopleSoft, Oracle Solaris, Perl, PHP, Python, RESTful API, Salesforce software, SAP Business One, SAP BusinessObjects Crystal Reports, Scheduling software, Security assertion markup language SAML, Shell script, Single sign-on SSO, Software as a service SaaS, Splunk Enterprise, Virtual private networking VPN software, Voice over internet protocol VoIP system software, WebEx Sales Center",C++ Object-Oriented Programming
177,Human Resources,Human Resources,0.07208180897352388,Low,,,,56,"Critical Thinking, Learning Strategies, Adobe Acrobat, Adobe Dreamweaver, Adobe Illustrator, Adobe InDesign, Adobe Photoshop, Airtable, Apple Final Cut Pro, Assessment software, AST Staff Matrix, Background checking software, Bullhorn Applicant Tracking System, CVTracer, Data Frenzy, Database software, Ellucian Banner Human Resources, eQuest, ESRI ArcGIS software, Extensible markup language XML, Google, Google Ads, Google Analytics, Google Docs, HireAbility ResumeParser, Human resource information system (HRIS), Industrial Code Recruitpoint.net, Marketo Marketing Automation, MEDITECH software, Microsoft Access, Microsoft Excel, Microsoft PowerPoint, Microsoft SQL Server Reporting Services SSRS, Microsoft Visual Basic for Applications VBA, MPAY Millennium, Online databases, Oracle Eloqua, Oracle JD Edwards EnterpriseOne, Oracle PeopleSoft, Oracle PeopleSoft Financials, Oracle WebLogic Server, PowerPlace Professional, Recruitment management software, Recruitpoint.net, Safari Software Products Safari, SAP Business Objects, SAP software, SAS, Sendouts Recruiting, Staffing Solutions Enterprises Staff Matrix, StataCorp Stata, Tax software, Technomedia Hodes iQ, TempWorks recruiting and staffing software, Teradata Database, Web browser software",Enterprise Resource Planning with SAP
178,Manufacturing Director,Research & Development,0.2512380888629497,Low,,,,21,"Writing, Mathematics, Learning Strategies, Monitoring, Adobe After Effects, Adobe InDesign, Citect IIM, Computer integrated manufacturing CIM software, Computer integrated manufacturing CIM time manager software, Distributed control system DCS, Exact Software JobBOSS, Intuit QuickBooks, JamBoard, Landtec System Software LFG Pro, Marel production system MPS, Microsoft Project, Microsoft Word, Oracle JD Edwards EnterpriseOne, Oracle PeopleSoft, Plant management software, PTC Creo Parametric",Enterprise Resource Planning with SAP
179,Manufacturing Director,Research & Development,0.3117394436144251,Low,,,,22,"Reading Comprehension, Writing, Mathematics, Monitoring, Adobe InDesign, Computer integrated manufacturing CIM warehouse shipping manager software, Eko, Financial planning software, Landtec System Software LFG Pro, Marel production system MPS, Microsoft Excel, Microsoft Office software, Microsoft Word, Minitab, NetSuite ERP, Oracle JD Edwards EnterpriseOne, Plant management software, ProcessPro Premier, PTC Creo Parametric, Statistical process control SPC software, Web browser software, YouTube",JavaScript Web Development Essentials
182,Sales Executive,Sales,0.03677877658848417,Low,,,,49,"Active Listening, Science, Critical Thinking, Active Learning, Learning Strategies, Ab Initio, Apache Cassandra, Apache Hadoop, Apache HBase, Apache Struts, Apple iOS, C, Cisco Systems VPN Client, Extensible hypertext markup language XHTML, Extensible markup language XML, Graphics software, Hyperion Solutions Hyperion System 9 Bi+, IBM DB2, IBM Domino, Kubernetes, MapReduce big data software, McAfee, Microsoft Access, Microsoft Azure software, Microsoft Dynamics, Microsoft Exchange, Microsoft Office Live Meeting, Microsoft Project, Microsoft Visio, Microsoft Word, NortonLifeLock cybersecurity software, Oracle PeopleSoft, Oracle Solaris, PHP, Python, React, Ruby, SAP Adaptive Server Enterprise, SAP Business Objects, SAP BusinessObjects Crystal Reports, Shell script, Software as a service SaaS, Splunk Enterprise, Structured query language SQL, Teradata Database, Virtual private networking VPN software, Voice over internet protocol VoIP system software, Web browser software, WebEx Sales Center",Enterprise Resource Planning with SAP
183,Sales Executive,Sales,0.6834408785580321,Medium,,,,60,"Active Learning, Learning Strategies, Ab Initio, Apache Cassandra, Apache Hadoop, Apache HBase, Apache Struts, Apple iOS, Autodesk AutoCAD, Border Gateway Protocol BGP, C, C++, Cisco Systems CiscoWorks, Cisco Systems VPN Client, Citrix cloud computing software, Dassault Systemes SolidWorks, Enterprise JavaBeans, Extensible hypertext markup language XHTML, Extensible markup language XML, Google Cloud software, Hyperion Solutions Hyperion System 9 Bi+, IBM Cognos Business Intelligence, IBM DB2, IBM Domino, Informatica Corporation PowerCenter, Kubernetes, Linux, MapReduce big data software, Microsoft Excel, Microsoft Exchange, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Microsoft Project, Microsoft SharePoint, Microsoft SQL Server, Microsoft Teams, Microsoft Visio, Microsoft Word, MicroStrategy Desktop, Network directory services software, NortonLifeLock cybersecurity software, Oracle Database, Oracle PeopleSoft, Perl, PHP, R, Sales analysis software, Salesforce software, SAP Adaptive Server Enterprise, SAP Business Objects, SAP Business One, SAP software, Scheduling software, Security assertion markup language SAML, Shell script, Teradata Database, Virtual private networking VPN software, Web browser software, WebEx Sales Center",C++ Object-Oriented Programming
184,Human Resources,Human Resources,0.5717363088526811,Medium,,,,94,"Active Listening, Mathematics, Science, Critical Thinking, Monitoring, Adobe Acrobat, Adobe Creative Cloud software, Adobe Dreamweaver, Adobe Human Capital Application Solution Accelerator, Adobe Illustrator, Adobe InDesign, Advanced business application programming ABAP, Apple macOS, Applicant tracking software, ApplicantPro iApplicants, Assessment software, Background checking software, Blackbaud The Raiser's Edge, Blackdog, Bond International Adapt Staffing, Bond International Software Bond StaffSuite, Bullhorn Applicant Tracking System, Candidate screening software, Cluen Encore, Cluen executive recruitment software, CVTracer, Data entry software, Data Frenzy, DGCC.com RecruitTrack, Evernote, Facebook, FaceTime, Google, Google Analytics, Google Docs, Google Drive, Google Meet, Google Slides, HireLogic PowerPlace, Human resource information system (HRIS), IBM Cognos Impromptu, IBM InfoSphere DataStage, IBM Notes, IBM Power Systems software, Kronos Workforce HR, Loom, Main Sequence Technologies PCRecruiter Resume Inhaler, Marketo Marketing Automation, Micro J Systems PcHunter, Microsoft Access, Microsoft Dynamics, Microsoft Dynamics GP, Microsoft Internet Explorer, Microsoft Outlook, Microsoft PowerPoint, Microsoft SQL Server, Microsoft SQL Server Reporting Services SSRS, Microsoft Visio, Microsoft Visual Basic, Microsoft Visual Basic for Applications VBA, MicroStrategy, Online databases, Oracle Business Intelligence Enterprise Edition, Oracle Database, Oracle E-Business Suite Financials, Oracle Eloqua, Oracle Fusion Applications, Oracle HRIS, Oracle PeopleSoft, Oracle WebLogic Server, Qlik Tech QlikView, Recruit Wizard, Recruitment management software, Recruitpoint.net, RecruitTrack, Resource Edge TalentHook Sphere, Resume extraction and search software, Resume processing software, Safari Software Products Safari, Sage 50 Accounting, Salesforce software, SAP Crystal Reports, SmugMug Flickr, Social media sites, Staffing Solutions Enterprises Staff Matrix, StaffingSoft Staffing Edition, Talent Technology HireDesk, Tax software, Technomedia Hodes iQ, TempWorks recruiting and staffing software, Teradata Database, VCG Pointwing, Web browser software, Zoom",Designing High-Impact PowerPoint Presentations
190,Laboratory Technician,Research & Development,0.7944176198438531,High,,,,23,"Reading Comprehension, Writing, Speaking, Critical Thinking, Active Learning, Learning Strategies, Billing software, Commercial plate reader software, Data entry software, Email software, IBM Notes, Laboratory information system LIS, Microscopic image capturing software, Microsoft Office software, Microsoft Outlook, Microsoft Word, National Instruments LabVIEW, Quality control software, Quizlet, Specimen tracking software, Sunquest Information Systems Sunquest Laboratory, Test result delivery software, Test routing software",SQL Querying for Beginners
192,Research Scientist,Research & Development,0.28048884259947277,Low,,,,23,"Reading Comprehension, Active Listening, Writing, Speaking, Mathematics, Active Learning, Database software, ESRI ArcGIS software, IBM Notes, IBM SPSS Statistics, LexisNexis, Microsoft Dynamics, Microsoft Exchange, Microsoft PowerPoint, Microsoft Publisher, Microsoft Word, Minitab, PerkinElmer TurboMass, StataCorp Stata, Thermo ToxLab, Waters Empower 2, Waters MassLynx, Waters Millennium32",SQL Querying for Beginners
193,Research Scientist,Research & Development,0.5942062199174508,Medium,,,,20,"Reading Comprehension, Writing, Speaking, Mathematics, Database software, IBM Notes, IBM SPSS Statistics, LexisNexis, Medical Scientists HybridAI, Microsoft Dynamics, Microsoft Exchange, Microsoft Office software, Microsoft Project, Microsoft Word, SAS, StataCorp Stata, Statistical software, The MathWorks MATLAB, Thermo ToxLab, Triple G ULTRA Laboratory Information System",SQL Querying for Beginners
194,Research Scientist,Research & Development,0.3302427992271424,Low,,,,17,"Reading Comprehension, Active Listening, Science, Active Learning, Database software, ESRI ArcGIS software, IBM Notes, Linux, Medical Scientists MediSave, Microsoft Visual Basic, Minitab, National Instruments LabVIEW, R, Statistical software, Triple G ULTRA Laboratory Information System, Waters Empower 2, Waters Millennium32",SQL Querying for Beginners
